Date,Open,High,Low,Close,Adj Close,Volume
2021-04-28,819.869995,821.020020,815.299988,816.280029,771.632263,335300
2021-04-29,824.299988,829.510010,817.070007,827.320007,782.068359,455200
2021-04-30,821.780029,822.830017,813.780029,819.299988,774.487061,451200
2021-05-03,825.000000,832.400024,821.049988,825.619995,780.461243,490100
2021-05-04,822.250000,837.159973,819.000000,836.429993,790.679993,557900
2021-05-05,840.150024,852.119995,838.969971,851.010010,804.462524,569900
2021-05-06,851.359985,867.390015,849.090027,867.099976,819.672546,666600
2021-05-07,860.440002,877.059998,858.200012,873.830017,826.034546,474200
2021-05-10,875.440002,880.799988,857.419983,857.450012,810.550354,566400
2021-05-11,848.270020,855.309998,835.000000,844.099976,797.930542,671900
2021-05-12,839.789978,849.979980,819.940002,823.500000,778.457336,649700
2021-05-13,823.500000,845.210022,822.099976,838.989990,793.099976,554700
2021-05-14,848.650024,860.840027,845.400024,856.869995,810.002075,481500
2021-05-17,856.900024,860.150024,846.090027,849.460022,802.997375,347600
2021-05-18,852.820007,855.799988,839.580017,840.140015,794.187134,373700
2021-05-19,828.080017,838.969971,821.020020,838.520020,792.655762,632900
2021-05-20,841.549988,851.570007,836.650024,844.880005,798.667847,360800
2021-05-21,848.520020,864.849976,848.520020,860.770020,813.688599,692800
2021-05-24,866.450012,877.090027,866.169983,872.359985,824.644775,566800
2021-05-25,877.099976,881.299988,871.460022,874.270020,826.450317,625600
2021-05-26,883.429993,888.289978,870.330017,876.729980,828.775757,616200
2021-05-27,878.739990,884.450012,875.169983,876.429993,828.492065,704600
2021-05-28,879.239990,880.000000,874.539978,877.039978,829.068787,435400
2021-06-01,887.900024,889.989990,876.010010,876.909973,828.945984,407400
2021-06-02,878.479980,887.950012,876.809998,887.419983,838.880981,543400
2021-06-03,880.000000,888.400024,873.400024,881.010010,836.715759,430800
2021-06-04,883.909973,887.000000,877.840027,886.849976,842.262024,647000
2021-06-07,888.659973,890.000000,879.469971,884.960022,840.467163,400300
2021-06-08,884.299988,886.530029,878.090027,884.520020,840.049194,303300
2021-06-09,885.500000,886.460022,869.840027,870.940002,827.152039,463100
2021-06-10,879.739990,880.530029,867.340027,867.440002,823.827942,423300
2021-06-11,874.679993,880.929993,873.000000,880.659973,836.383301,444000
2021-06-14,881.000000,881.700012,873.520020,876.780029,832.698364,363700
2021-06-15,878.650024,884.890015,872.039978,881.010010,836.715759,442600
2021-06-16,880.000000,880.000000,862.919983,869.349976,825.641846,595600
2021-06-17,870.000000,874.159973,861.239990,868.820007,825.138489,569900
2021-06-18,850.919983,856.869995,839.010010,840.780029,798.508362,1059000
2021-06-21,849.000000,862.299988,846.969971,861.260010,817.958679,575800
2021-06-22,861.559998,869.429993,856.750000,864.760010,821.282715,668500
2021-06-23,866.479980,868.700012,863.469971,865.419983,821.909546,566400
2021-06-24,872.450012,873.979980,861.049988,867.340027,823.732971,662000
2021-06-25,871.799988,877.250000,868.659973,874.030029,830.086609,742100
2021-06-28,875.969971,880.679993,868.020020,878.739990,834.559814,373700
2021-06-29,880.929993,886.989990,871.309998,873.530029,829.611877,742800
2021-06-30,871.000000,877.159973,869.460022,874.969971,830.979309,575600
2021-07-01,877.070007,879.750000,872.190002,879.229980,835.025085,426300
2021-07-02,882.020020,894.890015,880.840027,893.630005,848.701233,430300
2021-07-06,895.000000,895.659973,886.030029,892.679993,847.798889,527400
2021-07-07,889.929993,902.719971,889.929993,900.940002,855.643677,468500
2021-07-08,888.679993,888.679993,872.729980,876.500000,832.432495,629800
2021-07-09,890.530029,901.900024,888.710022,901.309998,855.995117,764400
2021-07-12,901.309998,920.309998,899.570007,915.919983,869.870544,861900
2021-07-13,918.000000,918.000000,905.070007,908.070007,862.415222,590200
2021-07-14,885.030029,893.989990,869.989990,880.320007,836.060425,993900
2021-07-15,876.119995,889.469971,875.280029,880.000000,835.756470,620000
2021-07-16,882.900024,883.159973,873.000000,875.020020,831.026794,983100
2021-07-19,857.640015,863.590027,839.690002,845.159973,802.668030,946300
2021-07-20,847.469971,881.309998,845.000000,878.840027,834.654846,899800
2021-07-21,882.900024,892.619995,882.200012,882.679993,838.301758,445500
2021-07-22,883.780029,884.969971,866.270020,866.859985,823.277100,601000
2021-07-23,871.330017,878.080017,867.789978,868.950012,825.262085,528500
2021-07-26,867.729980,875.739990,866.940002,871.489990,827.674255,414400
2021-07-27,865.630005,869.780029,857.820007,861.880005,818.547485,476100
2021-07-28,861.619995,864.169983,854.119995,860.710022,817.436279,389200
2021-07-29,866.140015,872.359985,856.760010,869.390015,825.679871,335200
2021-07-30,868.250000,875.210022,863.989990,867.169983,823.571472,503700
2021-08-02,873.299988,881.570007,871.450012,873.260010,829.355347,386100
2021-08-03,877.789978,881.729980,867.669983,880.210022,835.955933,391600
2021-08-04,878.890015,888.549988,876.099976,882.010010,837.665527,390700
2021-08-05,885.700012,893.109985,885.700012,889.280029,844.569885,349400
2021-08-06,890.000000,900.000000,887.590027,896.090027,851.037659,472000
2021-08-09,897.989990,905.590027,889.969971,901.969971,856.621826,347000
2021-08-10,901.960022,916.919983,901.059998,912.559998,866.679443,382600
2021-08-11,917.599976,922.340027,914.349976,917.090027,870.981750,349200
2021-08-12,914.530029,920.000000,913.719971,918.539978,872.358704,299100
2021-08-13,916.099976,920.479980,912.510010,916.859985,870.763245,292700
2021-08-16,915.840027,924.969971,907.010010,924.890015,878.389526,320600
2021-08-17,917.760010,921.440002,901.099976,909.619995,863.887207,381700
2021-08-18,904.419983,913.130005,901.669983,901.909973,856.564941,384000
2021-08-19,892.609985,908.789978,888.500000,903.780029,858.340942,427500
2021-08-20,905.890015,922.599976,903.599976,917.169983,871.057678,384700
2021-08-23,922.950012,933.929993,922.559998,927.859985,881.210144,351300
2021-08-24,929.000000,933.679993,924.789978,929.190002,882.473389,288500
2021-08-25,933.549988,945.859985,930.289978,939.520020,892.284058,329900
2021-08-26,942.409973,942.599976,934.169983,935.880005,888.827026,272300
2021-08-27,938.799988,955.130005,938.799988,954.940002,906.928772,454600
2021-08-30,959.309998,959.890015,947.580017,948.080017,900.413696,284000
2021-08-31,950.140015,953.239990,940.049988,943.289978,895.864380,595000
2021-09-01,945.000000,947.489990,937.010010,943.820007,896.367859,324200
2021-09-02,949.369995,954.849976,946.099976,950.669983,902.873352,349400
2021-09-03,944.700012,949.340027,934.119995,937.280029,894.040588,418700
2021-09-07,933.289978,935.500000,918.580017,924.830017,882.164978,357500
2021-09-08,926.309998,929.880005,918.619995,924.340027,881.697571,258500
2021-09-09,923.299988,934.979980,918.619995,922.140015,879.598999,478300
2021-09-10,929.169983,929.570007,915.020020,916.619995,874.333679,332200
2021-09-13,923.250000,924.200012,906.000000,916.260010,873.990295,422800
2021-09-14,916.000000,916.880005,897.239990,901.950012,860.340454,574200
2021-09-15,902.000000,913.869995,900.000000,909.650024,867.685242,494600
2021-09-16,908.130005,909.419983,884.109985,890.440002,849.361389,726600
2021-09-17,878.010010,887.559998,868.809998,876.630005,836.188599,1272100
2021-09-20,853.080017,857.630005,841.260010,857.270020,817.721680,767800
2021-09-21,861.739990,863.539978,839.280029,845.239990,806.246643,596700
2021-09-22,856.450012,858.979980,847.809998,851.049988,811.788635,544100
2021-09-23,861.000000,881.330017,860.890015,876.169983,835.749817,526000
2021-09-24,870.000000,876.599976,866.960022,874.619995,834.271301,322500
2021-09-27,873.000000,875.669983,868.020020,875.469971,835.082031,416800
2021-09-28,870.609985,873.760010,855.460022,860.570007,820.869385,642500
2021-09-29,861.590027,864.159973,855.890015,856.570007,817.054016,547200
2021-09-30,862.159973,862.659973,838.159973,838.659973,799.970215,562700
2021-10-01,843.200012,849.719971,823.489990,841.890015,803.051208,477400
2021-10-04,837.119995,844.039978,818.729980,825.559998,787.474548,596000
2021-10-05,829.140015,843.840027,822.909973,838.780029,800.084656,445200
2021-10-06,828.919983,837.809998,820.960022,837.549988,798.911438,472500
2021-10-07,845.520020,855.059998,841.460022,842.349976,803.489929,434000
2021-10-08,839.960022,846.659973,836.580017,844.400024,805.445496,350300
2021-10-11,841.080017,860.609985,838.630005,839.729980,800.990845,531600
2021-10-12,843.390015,843.390015,831.559998,836.190002,797.614136,823300
2021-10-13,862.000000,877.130005,852.010010,867.809998,827.775452,1453900
2021-10-14,882.000000,896.719971,867.250000,892.510010,851.335938,802800
2021-10-15,904.609985,915.229980,894.030029,907.260010,865.405457,1023000
2021-10-18,902.000000,907.169983,894.510010,896.309998,854.960754,541000
2021-10-19,899.320007,904.640015,894.830017,901.650024,860.054382,408400
2021-10-20,905.250000,905.809998,897.059998,902.929993,861.275269,380500
2021-10-21,902.929993,909.849976,900.900024,903.719971,862.028748,333100
2021-10-22,904.799988,916.059998,900.010010,914.969971,872.759827,372100
2021-10-25,918.539978,931.929993,912.020020,924.739990,882.079102,452400
2021-10-26,933.539978,938.929993,928.349976,931.580017,888.603577,377800
2021-10-27,930.190002,939.349976,916.590027,917.270020,874.953796,452800
2021-10-28,916.239990,935.830017,916.239990,935.479980,892.323608,352200
2021-10-29,930.979980,947.859985,930.559998,943.460022,899.935547,484700
2021-11-01,947.190002,949.380005,929.679993,936.229980,893.039001,399200
2021-11-02,935.549988,950.919983,932.349976,947.849976,904.122925,381700
2021-11-03,952.169983,953.750000,944.299988,951.700012,907.795349,387200
2021-11-04,955.909973,964.090027,947.109985,954.039978,910.027405,351000
2021-11-05,962.309998,967.940002,951.359985,955.109985,911.047974,340100
2021-11-08,960.000000,966.830017,957.510010,965.869995,921.311646,372400
2021-11-09,962.719971,971.780029,952.900024,966.750000,922.151123,394100
2021-11-10,962.000000,963.159973,951.260010,959.210022,914.958923,340400
2021-11-11,958.760010,969.320007,958.010010,965.599976,921.054138,266900
2021-11-12,971.520020,973.159973,962.309998,971.489990,926.672363,387500
2021-11-15,971.010010,971.500000,951.010010,953.239990,909.264343,678600
2021-11-16,953.239990,956.630005,941.229980,948.950012,905.172180,472100
2021-11-17,944.450012,946.340027,922.159973,931.539978,888.565430,677300
2021-11-18,934.880005,940.530029,918.729980,922.770020,880.200012,681600
2021-11-19,922.400024,925.489990,910.030029,914.950012,872.740723,738700
2021-11-22,920.000000,929.909973,912.969971,919.330017,876.918701,520600
2021-11-23,922.270020,936.659973,918.260010,935.429993,892.275940,686100
2021-11-24,932.320007,939.419983,925.090027,930.719971,887.783264,438900
2021-11-26,902.770020,914.059998,896.849976,901.640015,860.044861,543200
2021-11-29,914.780029,934.760010,905.820007,928.000000,885.188782,610600
2021-11-30,919.609985,924.989990,902.020020,904.609985,862.877808,1057500
2021-12-01,921.500000,929.440002,899.780029,900.330017,858.795166,707900
2021-12-02,901.510010,924.059998,901.159973,918.849976,876.460754,630700
2021-12-03,923.099976,924.000000,887.780029,899.570007,858.070313,641300
2021-12-06,901.229980,905.950012,890.419983,896.700012,859.277710,442800
2021-12-07,911.700012,924.479980,908.530029,920.919983,882.486877,616200
2021-12-08,928.479980,932.159973,914.940002,923.859985,885.304260,413500
2021-12-09,918.890015,926.929993,914.690002,919.080017,880.723755,376600
2021-12-10,925.919983,929.200012,919.479980,925.159973,886.549927,453500
2021-12-13,924.010010,925.500000,914.140015,917.659973,879.362915,463300
2021-12-14,910.000000,915.460022,893.039978,902.380005,864.720642,828900
2021-12-15,905.750000,915.229980,891.049988,914.909973,876.727722,465900
2021-12-16,925.460022,933.059998,916.369995,921.549988,883.090637,474000
2021-12-17,917.729980,923.979980,903.400024,913.570007,875.443726,724700
2021-12-20,899.900024,900.909973,884.330017,897.289978,859.843079,549500
2021-12-21,904.909973,914.190002,900.250000,910.869995,872.856323,381500
2021-12-22,911.559998,918.270020,908.020020,911.539978,873.498291,350300
2021-12-23,913.780029,923.340027,912.090027,913.919983,875.779053,416300
2021-12-27,918.799988,923.130005,912.000000,922.570007,884.068115,410900
2021-12-28,923.780029,929.059998,921.130005,921.820007,883.349365,385200
2021-12-29,921.270020,922.960022,907.679993,909.719971,871.754272,392000
2021-12-30,911.719971,918.059998,906.469971,913.760010,875.625793,315900
2021-12-31,915.340027,919.820007,913.500000,915.559998,877.350586,215100
2022-01-03,918.340027,922.070007,905.429993,911.729980,873.680420,470800
2022-01-04,917.719971,927.479980,916.559998,917.219971,878.941345,495800
2022-01-05,918.150024,925.500000,890.830017,891.770020,854.553467,573300
2022-01-06,893.359985,898.179993,884.030029,895.489990,858.118164,637000
2022-01-07,895.270020,896.630005,884.000000,892.270020,855.032654,643300
2022-01-10,888.700012,889.869995,862.840027,873.340027,836.892639,788500
2022-01-11,871.750000,888.909973,861.770020,888.190002,851.122803,744500
2022-01-12,895.549988,899.969971,880.859985,885.109985,848.171326,650900
2022-01-13,890.729980,891.159973,864.119995,867.580017,831.373047,795900
2022-01-14,845.000000,858.750000,832.869995,848.599976,813.184998,1239700
2022-01-18,835.000000,839.950012,824.190002,832.000000,797.277832,1018400
2022-01-19,840.000000,840.000000,825.000000,825.500000,791.049133,795100
2022-01-20,828.159973,846.669983,823.739990,826.549988,792.055298,945800
2022-01-21,825.900024,825.900024,798.789978,800.919983,767.494934,1248100
2022-01-24,779.559998,788.409973,754.049988,786.820007,753.983337,1688700
2022-01-25,774.010010,805.700012,763.869995,798.549988,765.223816,1220000
2022-01-26,811.000000,819.969971,784.090027,795.469971,762.272339,942700
2022-01-27,807.659973,814.570007,783.690002,787.960022,755.075867,696600
2022-01-28,784.750000,808.590027,772.650024,808.140015,774.413635,602800
2022-01-31,805.210022,823.669983,805.010010,822.940002,788.595886,611200
2022-02-01,827.909973,831.320007,820.570007,825.950012,791.480286,631900
2022-02-02,830.049988,830.159973,815.530029,822.510010,788.183899,1030400
2022-02-03,816.500000,823.729980,802.489990,805.770020,772.142517,582600
2022-02-04,802.000000,817.440002,797.299988,809.820007,776.023499,667400
2022-02-07,810.000000,824.760010,803.739990,816.919983,782.827087,568500
2022-02-08,815.979980,817.880005,801.280029,807.390015,773.694946,971600
2022-02-09,819.250000,824.869995,812.969971,813.000000,779.070740,1197800
2022-02-10,803.729980,810.049988,770.210022,778.190002,745.713562,2082100
2022-02-11,783.179993,784.989990,768.260010,772.489990,740.251404,1271900
2022-02-14,765.000000,773.869995,752.950012,760.309998,728.579651,951400
2022-02-15,776.200012,784.250000,774.450012,781.190002,748.588318,550400
2022-02-16,777.169983,787.750000,776.549988,783.419983,750.725281,627200
2022-02-17,773.809998,777.609985,760.929993,762.500000,730.678345,497600
2022-02-18,760.599976,765.489990,752.450012,756.020020,724.468750,494300
2022-02-22,750.000000,758.400024,736.750000,745.479980,714.368652,690100
2022-02-23,751.000000,757.450012,731.169983,732.489990,701.920715,814100
2022-02-24,710.280029,734.669983,705.369995,731.789978,701.249939,1173900
2022-02-25,736.049988,750.969971,733.400024,750.869995,719.533691,676400
2022-02-28,740.080017,747.739990,735.419983,743.890015,712.844971,795800
2022-03-01,740.349976,741.710022,711.679993,714.809998,684.978577,863400
2022-03-02,720.000000,745.799988,718.020020,738.039978,707.239075,948200
2022-03-03,746.969971,752.500000,729.570007,737.710022,706.922913,694400
2022-03-04,722.000000,725.409973,695.510010,696.590027,671.964050,2160700
2022-03-07,696.000000,701.750000,674.840027,677.070007,653.134155,1154400
2022-03-08,675.000000,678.299988,660.150024,662.869995,639.436096,1180200
2022-03-09,686.950012,702.380005,680.000000,693.250000,668.742065,1432500
2022-03-10,681.539978,705.820007,681.380005,697.200012,672.552490,1007800
2022-03-11,700.369995,704.979980,686.200012,687.039978,662.751587,814600
2022-03-14,695.890015,710.390015,694.359985,697.530029,672.870789,758700
2022-03-15,702.580017,715.000000,700.359985,707.669983,682.652344,639400
2022-03-16,722.760010,731.960022,711.489990,731.109985,705.263672,1162300
2022-03-17,721.059998,743.030029,721.059998,740.929993,714.736450,544800
2022-03-18,742.450012,742.450012,729.380005,738.590027,712.479309,1227100
2022-03-21,739.880005,743.979980,727.929993,733.830017,707.887512,589300
2022-03-22,740.239990,749.130005,737.390015,746.869995,720.466492,565600
2022-03-23,746.840027,746.840027,729.669983,736.460022,710.424561,761300
2022-03-24,740.039978,743.400024,734.330017,738.280029,712.180237,463000
2022-03-25,739.960022,743.960022,735.320007,741.039978,714.842529,419800
2022-03-28,744.500000,752.320007,740.000000,749.880005,723.370178,448900
2022-03-29,765.780029,776.760010,762.159973,773.239990,745.904297,795100
2022-03-30,776.549988,783.070007,773.210022,777.359985,749.878662,791800
2022-03-31,783.640015,784.479980,764.169983,764.169983,737.154968,931600
2022-04-01,768.000000,774.830017,764.559998,769.760010,742.547363,683300
2022-04-04,771.500000,788.650024,769.700012,782.229980,754.576477,882000
2022-04-05,779.729980,781.260010,762.190002,764.429993,737.405701,754100
2022-04-06,752.250000,758.080017,737.080017,745.229980,718.884399,845600
2022-04-07,745.229980,753.239990,736.109985,748.890015,722.415161,475500
2022-04-08,747.000000,747.000000,734.200012,736.099976,710.077271,820900
2022-04-11,732.549988,737.580017,727.289978,728.380005,702.630188,591700
2022-04-12,728.400024,735.820007,711.440002,716.830017,691.488586,955300
2022-04-13,717.000000,727.059998,711.080017,715.739990,690.436951,908700
2022-04-14,716.010010,719.309998,688.140015,688.169983,663.841675,1103900
2022-04-18,687.000000,691.489990,677.460022,680.000000,655.960510,834100
2022-04-19,681.500000,704.659973,681.500000,701.570007,676.767944,998200
2022-04-20,707.710022,710.789978,697.530029,699.000000,674.288818,928200
2022-04-21,708.969971,709.099976,679.669983,681.460022,657.368958,804900
2022-04-22,681.000000,683.820007,662.530029,662.940002,639.503601,797000
2022-04-25,660.299988,669.080017,648.000000,668.280029,644.654907,1138200
2022-04-26,662.659973,668.830017,646.859985,647.049988,624.175415,806200
2022-04-27,646.140015,655.549988,641.760010,643.020020,620.287842,631800
2022-04-28,650.000000,654.400024,639.320007,650.969971,627.956726,1127300
2022-04-29,649.039978,651.280029,623.219971,624.679993,602.596191,1011600
2022-05-02,629.710022,630.750000,610.000000,624.799988,602.711975,1537000
2022-05-03,630.510010,641.700012,625.159973,631.059998,608.750610,887200
2022-05-04,632.320007,666.489990,630.000000,665.229980,641.712646,1038100
2022-05-05,651.289978,656.900024,626.630005,633.809998,611.403381,889500
2022-05-06,631.299988,637.099976,616.960022,628.619995,606.397034,725700
2022-05-09,616.719971,624.349976,603.440002,605.559998,584.152100,1079400
2022-05-10,615.500000,625.270020,595.830017,610.229980,588.657043,1179800
2022-05-11,604.760010,621.390015,599.640015,600.349976,579.126282,1170600
2022-05-12,593.000000,604.840027,586.049988,600.400024,579.174561,1117500
2022-05-13,606.669983,623.400024,603.090027,615.330017,593.576782,1684400
2022-05-16,600.000000,605.159973,583.049988,598.599976,577.438171,2287300
2022-05-17,615.710022,625.369995,598.349976,611.719971,590.094360,1564500
2022-05-18,604.890015,606.400024,587.409973,591.859985,570.936401,967300
2022-05-19,585.500000,599.369995,582.580017,593.080017,572.113342,1301100
2022-05-20,596.849976,607.179993,587.150024,600.440002,579.213135,1200800
2022-05-23,609.729980,615.369995,599.840027,611.510010,589.891846,918600
2022-05-24,608.239990,622.219971,594.530029,618.349976,596.489990,1133600
2022-05-25,615.000000,633.559998,615.000000,626.599976,604.448364,959300
2022-05-26,631.320007,652.940002,631.210022,652.440002,629.374817,1651200
2022-05-27,656.849976,672.719971,656.140015,666.530029,642.966736,980700
2022-05-31,659.669983,672.190002,654.390015,669.080017,645.426575,2519000
2022-06-01,672.679993,676.500000,658.840027,660.510010,637.159546,919900
2022-06-02,662.409973,689.200012,661.510010,686.489990,662.221069,955500
2022-06-03,673.539978,677.419983,667.880005,671.739990,652.631836,788500
2022-06-06,680.590027,687.950012,674.109985,675.340027,656.129456,605300
2022-06-07,667.070007,680.070007,666.849976,679.609985,660.278015,545100
2022-06-08,674.140015,677.419983,662.280029,662.409973,643.567200,481900
2022-06-09,660.770020,670.270020,659.460022,659.849976,641.080017,969000
2022-06-10,642.679993,648.599976,617.669983,617.669983,600.099915,1149800
2022-06-13,600.099976,606.609985,587.880005,598.719971,581.688904,1226200
2022-06-14,596.710022,604.510010,587.260010,591.229980,574.411987,750400
2022-06-15,598.419983,610.710022,589.780029,599.900024,582.835449,922800
2022-06-16,581.309998,586.820007,575.599976,585.770020,569.107300,1005900
2022-06-17,587.429993,594.849976,579.099976,582.260010,565.697205,1436700
2022-06-21,596.750000,616.859985,595.750000,614.539978,597.058899,1130200
2022-06-22,605.289978,621.919983,603.119995,609.280029,591.948547,942900
2022-06-23,613.409973,628.690002,609.330017,624.710022,606.939636,849900
2022-06-24,632.440002,648.340027,632.169983,647.780029,629.353455,1013800
2022-06-27,650.000000,652.750000,633.859985,636.919983,618.802307,637200
2022-06-28,642.400024,648.000000,626.500000,629.119995,611.224182,518300
2022-06-29,627.609985,629.710022,613.789978,617.960022,600.381653,535200
2022-06-30,606.859985,615.840027,596.320007,609.039978,591.715393,721800
2022-07-01,607.250000,619.270020,605.979980,616.700012,599.157471,502700
2022-07-05,604.969971,621.179993,597.500000,620.719971,603.063171,572800
2022-07-06,622.549988,624.340027,609.940002,614.739990,597.253235,512800
2022-07-07,619.210022,626.849976,618.130005,623.700012,605.958374,507900
2022-07-08,618.830017,623.450012,612.869995,619.559998,601.936096,347000
2022-07-11,612.039978,613.890015,603.729980,605.000000,587.790344,460100
2022-07-12,602.000000,616.429993,600.750000,603.289978,586.128906,499700
2022-07-13,595.000000,600.049988,583.250000,596.380005,579.415527,601500
2022-07-14,584.880005,591.219971,580.229980,588.630005,571.885986,1136500
2022-07-15,594.989990,603.799988,585.510010,600.369995,583.291992,1053000
2022-07-18,605.460022,613.369995,594.549988,597.530029,580.532837,830900
2022-07-19,608.320007,629.650024,606.450012,628.340027,610.466431,922700
2022-07-20,628.969971,639.299988,626.489990,634.729980,616.674683,671500
2022-07-21,634.239990,642.469971,630.770020,639.309998,621.124329,722000
2022-07-22,641.440002,645.130005,627.479980,633.640015,615.615601,512600
2022-07-25,636.719971,639.280029,629.210022,636.150024,618.054199,472100
2022-07-26,634.130005,634.130005,620.280029,622.940002,605.220032,498500
2022-07-27,628.809998,646.419983,625.440002,643.320007,625.020264,468600
2022-07-28,647.630005,663.940002,638.809998,659.979980,641.206421,550900
2022-07-29,660.909973,674.840027,660.200012,669.179993,650.144592,894300
2022-08-01,661.299988,674.799988,655.479980,671.390015,652.291809,569900
